V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
91.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
94.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
99.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
175.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
96.7,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
97.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
99.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
100.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
99.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
102.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
99.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
94.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
103.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
93.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
95.6,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
96,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
97.6,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
94.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
90.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
99.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
97.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
107.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
98.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
123.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
95.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
95.7,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
94.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
95.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
80.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
86.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
89.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
97.4,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
117.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
123,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
123.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
106.4,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.4,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
95.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
104.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
97.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
96.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
91.7,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
92.4,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
91.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
89.6,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
97.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
98.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
102.6,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
81.4,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T100000,10 Education
94.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
99.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
92.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
96.9,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
96.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
98.8,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
94.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T60000,06 Health
101.6,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
97.1,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
99.5,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
97.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1A0,Overall Index
81.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
102.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
95.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
93.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
100.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
100.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
93,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
96.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
105.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
97.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
101.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
85.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
99,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
100.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
94,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
96.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
94,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
97.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
100.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
103.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
99.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
95.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
96.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
96.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
90.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
100.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
108.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
90.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
89.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
97.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
117.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
95.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
102.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
92.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
93.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
98.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
81.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
103.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
98.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
103.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
103.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
100.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
109.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
96.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
102.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
104.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
100.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
94.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
98.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
93.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
96.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
101.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
101.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
99.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
93,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
106.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
89.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
95.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
105.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
97.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
100,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
98.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
107.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
85.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
99.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
98.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
94.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
100.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
94,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
96.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
101.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
99.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
96.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
91.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
94.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
99.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
173,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
96.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
97.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
101.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
96.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
103.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
102.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
99.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
95.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
100.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
93.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
96.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
95.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
97.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
94.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
90.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
98.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
96.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
107.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
99.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
125.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
95.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
95.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
94.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
95,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
85.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
87.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
89.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
97.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
117.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
125.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
123.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
110.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
98.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
95.8,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
105.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
98.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
91.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
92.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
96.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
88.7,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
97.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
98.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
102.1,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
81.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T100000,10 Education
94.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
99.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
91.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
99.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
96.3,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
99.6,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
94.5,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T60000,06 Health
102.2,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
97,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
100,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
98,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1A0,Overall Index
81.4,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
103.1,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.8,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
95.8,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
93.4,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
100.9,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
100.8,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
93.2,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
97.1,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
105,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
97.9,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
102.4,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
87.8,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
99.1,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
99.9,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
94.8,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
96.5,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.7,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
98.1,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
